,id,network_id,degree,definition
15005,14000,74,131.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], ""active_index"": 0}"
15012,14162,74,132.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], ""active_index"": 7}"
15365,14331,74,133.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], ""active_index"": 1}"
15470,14417,74,134.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], ""active_index"": 2}"
15810,14566,74,135.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], ""active_index"": 13}"
15805,14670,74,136.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1], ""active_index"": 8}"
16098,14792,74,137.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1], ""active_index"": 12}"
16149,14910,74,138.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1], ""active_index"": 15}"
16197,14959,74,139.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0], ""active_index"": 3}"
16439,15032,74,140.0,"{""vector"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0], ""active_index"": 6}"
16704,15161,74,141.0,"{""vector"": [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0], ""active_index"": 10}"
16705,15304,74,142.0,"{""vector"": [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 11}"
16769,15381,74,143.0,"{""vector"": [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 14}"
7678,15487,74,144.0,"{""vector"": [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0], ""active_index"": 9}"
11995,15575,74,145.0,"{""vector"": [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 5}"
13598,15750,74,146.0,"{""vector"": [0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 4}"
13601,15874,74,147.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 0}"
14022,15982,74,148.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 7}"
14020,16069,74,149.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 1}"
15945,16167,74,150.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 2}"
16582,16268,74,151.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 13}"
16869,16370,74,152.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 8}"
16873,16506,74,153.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 12}"
16772,16521,74,154.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0], ""active_index"": 15}"
17194,16681,74,155.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 3}"
17444,16731,74,156.0,"{""vector"": [0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 6}"
17446,16914,74,157.0,"{""vector"": [0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1], ""active_index"": 10}"
17451,16968,74,158.0,"{""vector"": [0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 11}"
17723,17044,74,159.0,"{""vector"": [0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 14}"
17727,17223,74,160.0,"{""vector"": [0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 9}"
17849,17278,74,161.0,"{""vector"": [0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 5}"
18030,17368,74,162.0,"{""vector"": [0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 4}"
18093,17491,74,163.0,"{""vector"": [0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 0}"
18286,17603,74,164.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 7}"
18281,17666,74,165.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 1}"
18568,17774,74,166.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 2}"
18744,17869,74,167.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1], ""active_index"": 13}"
18713,17987,74,168.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 8}"
18716,18069,74,169.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 12}"
18858,18141,74,170.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 15}"
19267,18340,74,171.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 3}"
19271,18444,74,172.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 6}"
19283,18502,74,173.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 10}"
19510,18665,74,174.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 11}"
19749,18789,74,175.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 14}"
19602,18869,74,176.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 9}"
20017,18967,74,177.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 5}"
20185,19063,74,178.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 4}"
20187,19204,74,179.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 0}"
20146,19218,74,180.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 7}"
20266,19291,74,181.0,"{""vector"": [1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 1}"
20242,19306,74,182.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 2}"
20526,19684,74,183.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 13}"
20812,19747,74,184.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 8}"
20807,19850,74,185.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 12}"
21123,19951,74,186.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 15}"
20940,20006,74,187.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 3}"
20897,20044,74,188.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 6}"
21350,20271,74,189.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 10}"
21596,20330,74,190.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 11}"
21597,20433,74,191.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 14}"
12506,20642,74,192.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 9}"
13769,20733,74,193.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 5}"
16774,20786,74,194.0,"{""vector"": [1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 4}"
17048,20938,74,195.0,"{""vector"": [1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 0}"
17639,20964,74,196.0,"{""vector"": [1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 7}"
17642,21065,74,197.0,"{""vector"": [1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 1}"
19798,21263,74,198.0,"{""vector"": [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 2}"
19801,21382,74,199.0,"{""vector"": [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 13}"
21038,21451,74,200.0,"{""vector"": [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 8}"
21224,21549,74,201.0,"{""vector"": [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 12}"
19800,21636,74,202.0,"{""vector"": [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 15}"
21744,21722,74,203.0,"{""vector"": [1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 3}"
21750,21829,74,204.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 6}"
21788,21864,74,205.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 10}"
22094,22117,74,206.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1], ""active_index"": 11}"
22086,22154,74,207.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 14}"
22160,22243,74,208.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 9}"
22225,22374,74,209.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 5}"
22601,22506,74,210.0,"{""vector"": [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 4}"
22605,22584,74,211.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 0}"
22764,22656,74,212.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 7}"
22860,22786,74,213.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 1}"
23036,22876,74,214.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 2}"
23041,23003,74,215.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 13}"
22912,23055,74,216.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 8}"
23193,23176,74,217.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 12}"
23406,23361,74,218.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 15}"
23334,23476,74,219.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 3}"
23588,23571,74,220.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 6}"
23671,23655,74,221.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 10}"
23915,23779,74,222.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 11}"
23918,23869,74,223.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 14}"
23780,23909,74,224.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 9}"
24057,24019,74,225.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 5}"
24123,24107,74,226.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 4}"
24187,24232,74,227.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 0}"
24314,24320,74,228.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 7}"
24638,24469,74,229.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 1}"
24803,24587,74,230.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 2}"
24750,24762,74,231.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 13}"
24747,24822,74,232.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 8}"
24862,24875,74,233.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 12}"
25156,24996,74,234.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0], ""active_index"": 15}"
25160,25121,74,235.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 3}"
25207,25201,74,236.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 6}"
25245,25211,74,237.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 10}"
25477,25385,74,238.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 11}"
25625,25520,74,239.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1], ""active_index"": 14}"
25789,25655,74,240.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1], ""active_index"": 9}"
25791,25718,74,241.0,"{""vector"": [1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1], ""active_index"": 5}"
25662,25750,74,242.0,"{""vector"": [1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1], ""active_index"": 4}"
176,159,75,1.0,"{""vector"": [1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], ""active_index"": 7}"
519,283,75,2.0,"{""vector"": [1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1], ""active_index"": 6}"
620,447,75,3.0,"{""vector"": [1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], ""active_index"": 15}"
621,530,75,4.0,"{""vector"": [1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], ""active_index"": 5}"
784,681,75,5.0,"{""vector"": [1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], ""active_index"": 12}"
909,738,75,6.0,"{""vector"": [1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], ""active_index"": 4}"
916,859,75,7.0,"{""vector"": [1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], ""active_index"": 10}"
1096,1005,75,8.0,"{""vector"": [1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], ""active_index"": 11}"
1105,1032,75,9.0,"{""vector"": [1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 1}"
1216,1133,75,10.0,"{""vector"": [1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 2}"
1561,1210,75,11.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 8}"
1737,1350,75,12.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 13}"
1712,1470,75,13.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 0}"
1384,1608,75,14.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 14}"
1938,1638,75,15.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 9}"
1941,1767,75,16.0,"{""vector"": [1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 3}"
2233,1901,75,17.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 7}"
2139,2014,75,18.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 6}"
2543,2138,75,19.0,"{""vector"": [1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 15}"
2545,2240,75,20.0,"{""vector"": [1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 5}"
2615,2308,75,21.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1], ""active_index"": 12}"
2762,2404,75,22.0,"{""vector"": [1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 4}"
2931,2552,75,23.0,"{""vector"": [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 10}"
2473,2678,75,24.0,"{""vector"": [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1], ""active_index"": 11}"
3308,2771,75,25.0,"{""vector"": [1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 1}"
3135,2886,75,26.0,"{""vector"": [1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 2}"
3414,3008,75,27.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 8}"
3477,3102,75,28.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 13}"
2963,3180,75,29.0,"{""vector"": [1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 0}"
3190,3316,75,30.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1], ""active_index"": 14}"
3466,3345,75,31.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1], ""active_index"": 9}"
4008,3478,75,32.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1], ""active_index"": 3}"
3956,3590,75,33.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1], ""active_index"": 7}"
3955,3680,75,34.0,"{""vector"": [0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1], ""active_index"": 6}"
4466,3838,75,35.0,"{""vector"": [0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1], ""active_index"": 15}"
4474,3931,75,36.0,"{""vector"": [0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1], ""active_index"": 5}"
3187,4035,75,37.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1], ""active_index"": 12}"
4463,4100,75,38.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1], ""active_index"": 4}"
4117,4196,75,39.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1], ""active_index"": 10}"
4852,4384,75,40.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1], ""active_index"": 11}"
4862,4420,75,41.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1], ""active_index"": 1}"
4968,4533,75,42.0,"{""vector"": [0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1], ""active_index"": 2}"
5269,4676,75,43.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1], ""active_index"": 8}"
5270,4728,75,44.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1], ""active_index"": 13}"
5398,4854,75,45.0,"{""vector"": [0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 0}"
5877,4894,75,46.0,"{""vector"": [1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 14}"
5878,5081,75,47.0,"{""vector"": [1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 9}"
6111,5235,75,48.0,"{""vector"": [1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 3}"
6133,5244,75,49.0,"{""vector"": [1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 7}"
4855,5379,75,50.0,"{""vector"": [1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 6}"
5648,5484,75,51.0,"{""vector"": [1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 15}"
5649,5622,75,52.0,"{""vector"": [1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 5}"
4981,5776,75,53.0,"{""vector"": [1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 12}"
6205,5808,75,54.0,"{""vector"": [1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 4}"
6233,5924,75,55.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1], ""active_index"": 10}"
6642,6053,75,56.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1], ""active_index"": 11}"
6649,6138,75,57.0,"{""vector"": [1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1], ""active_index"": 1}"
7114,6315,75,58.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1], ""active_index"": 2}"
6950,6429,75,59.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1], ""active_index"": 8}"
7236,6515,75,60.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1], ""active_index"": 13}"
7233,6549,75,61.0,"{""vector"": [1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1], ""active_index"": 0}"
7239,6583,75,62.0,"{""vector"": [0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1], ""active_index"": 14}"
7681,6829,75,63.0,"{""vector"": [0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1], ""active_index"": 9}"
6017,6880,75,64.0,"{""vector"": [0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1], ""active_index"": 3}"
6818,7071,75,65.0,"{""vector"": [0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1], ""active_index"": 7}"
